INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (0,'Spiritmonger',5,40,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1186,'Ephara, God of the Polis',3,366,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1187,'Charming Prince',5,323,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1188,'Carrion Ants',0,228,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1189,'Everlasting Lich',1,241,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1190,'Crystalline Sliver',6,209,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1191,'Edge of Autumn',4,416,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1192,'Wing Puncture',0,63,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1193,'Fleshmad Steed',4,440,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1194,'Pattern of Rebirth',2,397,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1195,'Comeuppance',1,344,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1196,'Rise',0,109,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1197,'Skyline Cascade',4,156,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1198,'Haunting Wind',6,51,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1199,'Dread Slaver',3,192,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1200,'Banishing Stroke',6,362,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1201,'Zof Shade',0,44,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1202,'Dragonsoul Knight',6,62,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1203,'Off Balance',4,223,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1204,'Scarblade Elite',6,354,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1205,'Life Goes On',0,363,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1206,'Oathsworn Knight',2,200,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1207,'Curator s Ward',1,380,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1208,'Soulcage Fiend',0,200,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1209,'Breath of Fire',0,65,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1210,'Prison Term',1,147,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1211,'Rustspore Ram',3,202,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1212,'Favor of the Overbeing',0,202,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1213,'Winged Words',0,129,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1214,'Visionary Augmenter',5,278,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1215,'Temple of Enlightenment',6,157,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1216,'Oboro Breezecaller',5,87,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1217,'Dread Wanderer',1,38,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1218,'Pir s Whim',4,62,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1219,'Diminishing Returns',2,29,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1220,'Noble Purpose',6,269,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1221,'Foul-Tongue Invocation',2,75,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1222,'Retreat to Coralhelm',1,31,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1223,'The Locust God',5,348,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1224,'Trophy Mage',5,12,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1225,'Cursed Monstrosity',6,331,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1226,'Rite of Ruin',4,445,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1227,'Swift Justice',0,250,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1228,'Magistrate s Veto',0,58,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1229,'Sentinel',6,401,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1230,'Rainbow Efreet',5,6,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1231,'Essence Filter',2,236,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1232,'Some Disassembly Required',5,276,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1233,'Energy Flux',0,132,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1234,'Scout s Warning',0,322,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1235,'Wall of Air',6,62,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1236,'Goblin Dirigible',3,232,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1237,'Geist Trappers',5,30,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1238,'Buzzing Whack-a-Doodle',5,112,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1239,'Dirgur Nemesis',5,428,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1240,'Ivy Seer',6,7,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1241,'Minamo Scrollkeeper',2,54,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1242,'Cavalier of Flame',2,286,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1243,'Blood Oath',6,178,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1244,'Prism Array',1,72,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1245,'Jinxed Choker',3,291,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1246,'Hush',5,366,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1247,'Ravaged Highlands',4,277,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1248,'Trigon of Rage',2,314,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1249,'Ferocity of the Wilds',6,207,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1250,'Chromium',5,191,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1251,'Talons of Wildwood',0,378,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1252,'Tidehollow Sculler',5,433,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1253,'Palisade Giant',0,199,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1254,'Zodiac Snake',4,24,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1255,'Chartooth Cougar',2,285,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1256,'Realms Befitting My Majesty',6,258,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1257,'Flying Men',2,38,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1258,'Honden of Life s Web',4,444,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1259,'Dread Defiler',5,413,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1260,'Razing Snidd',0,46,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1261,'Regal Unicorn',4,228,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1262,'Devour in Flames',5,423,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1263,'Saprazzan Heir',3,315,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1264,'Ideas Unbound',0,160,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1265,'Skeleton Scavengers',1,372,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1266,'Pit Spawn',0,234,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1267,'Scuttlegator',5,331,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1268,'Glowspore Shaman',0,392,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1269,'Beast Walkers',6,56,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1270,'Zodiac Goat',1,83,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1271,'Canopy Spider',6,395,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1272,'Oracle en-Vec',3,454,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1273,'Chainwhip Cyclops',2,233,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1274,'Snake Basket',6,310,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1275,'Spectral Shepherd',2,86,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1276,'Howlpack Alpha',5,314,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1277,'Vexing Shusher',1,231,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1278,'Iron-Barb Hellion',0,155,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1279,'Elder Deep-Fiend',4,67,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1280,'Voice of Reason',6,164,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1281,'Kozilek s Translator',6,214,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1282,'Arahbo, Roar of the World',0,180,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1283,'Shattered Perception',4,198,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1284,'Ultimate Price',4,326,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1285,'Throne Warden',0,54,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1286,'Chaos Maw',0,332,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1287,'Torch Courier',0,263,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1288,'Cat Warriors',3,115,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1289,'Tar Pit Warrior',1,357,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1290,'Marrow-Gnawer',5,456,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1291,'Shamble Back',3,334,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1292,'Blood',2,282,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1293,'Morphling',0,213,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1294,'Faith Healer',6,146,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1295,'Lightning Diadem',3,332,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1296,'Bastion Mastodon',2,29,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1297,'Scavenger Folk',4,372,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1298,'Mental Agony',3,224,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1299,'Returned Centaur',2,54,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1300,'Combust',4,112,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1301,'Phyrexian Denouncer',5,173,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1302,'Circling Vultures',1,323,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1303,'Swiftwater Cliffs',6,18,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1304,'Aphetto Exterminator',6,74,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1305,'Dwarven Hold',6,8,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1306,'Aven Archer',0,66,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1307,'Spike Rogue',5,102,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1308,'Lurker',6,75,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1309,'Wrath of Sod',2,12,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1310,'Vacuumelt',5,266,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1311,'Goblin War Buggy',6,38,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1312,'Inquisitor s Flail',1,118,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1313,'Fistful of Force',5,458,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1314,'Fortunate Few',1,279,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1315,'Augur il-Vec',3,166,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1316,'Riftstone Portal',6,371,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1317,'Roots of Life',4,351,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1318,'Energy Chamber',4,59,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1319,'Sky Skiff',0,16,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1320,'Saprazzan Bailiff',4,391,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1321,'Tibalt s Rager',4,244,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1322,'Mobilize',2,284,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1323,'Flood Plain',5,357,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1324,'Pyroclast Consul',2,139,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1325,'Boneyard Parley',5,361,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1326,'Topan Ascetic',2,185,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1327,'Doomed Dissenter',4,156,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1328,'Koskun Falls',5,131,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1329,'Razorfield Thresher',5,121,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1330,'Towering Baloth',3,44,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1331,'Spiritual Guardian',6,324,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1332,'Captivating Glance',0,99,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1333,'Zodiac Tiger',4,265,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1334,'Fate Foretold',0,430,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1335,'Chameleon Spirit',5,322,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1336,'Kyscu Drake',0,150,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1337,'Huatli s Snubhorn',3,47,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1338,'Magic Word',0,340,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1339,'Vampiric Fury',1,5,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1340,'Seagraf Skaab',5,116,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1341,'Llanowar Scout',5,149,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1342,'Quicksilver Dagger',2,167,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1343,'Oblivion Sower',6,222,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1344,'Hixus, Prison Warden',0,368,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1345,'Mercurial Chemister',5,195,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1346,'Slimy Kavu',3,368,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1347,'Sheltering Light',3,123,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1348,'River s Grasp',4,335,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1349,'Deepwood Tantiv',3,103,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1350,'Harmony of Nature',0,448,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1351,'Vampire Charmseeker',4,446,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1352,'Rise from the Grave',5,419,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1353,'Gravity Negator',2,212,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1354,'Witches  Eye',5,106,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1355,'Vigean Hydropon',3,418,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1356,'Consuming Bonfire',0,333,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1357,'Psychic Symbiont',1,368,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1358,'Bitter Ordeal',3,264,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1359,'Ondu War Cleric',6,251,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1360,'Dread Slag',3,126,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1361,'Myrsmith',3,97,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1362,'Rakalite',4,326,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1363,'Panic',5,419,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1364,'Hermit Druid Avatar',0,109,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1365,'Ornery Kudu',2,216,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1366,'Veteran s Voice',4,363,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1367,'Curious Homunculus',6,424,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1368,'Simic Fluxmage',1,239,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1369,'Karametra s Favor',3,163,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1370,'Jace, Architect of Thought',6,50,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1371,'Gruul Scrapper',5,27,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1372,'Abbey Matron',6,111,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1373,'Okk',3,172,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1374,'Cephalid Shrine',2,239,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1375,'Kitsune Dawnblade',5,150,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1376,'Unhinge',3,418,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1377,'Thrull Wizard',5,38,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1378,'Soul Nova',1,435,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1379,'Peace Strider',3,414,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1380,'Kill-Suit Cultist',6,259,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1381,'Talisman of Creativity',1,139,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1382,'Drifting Meadow',0,460,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1383,'Cavalcade of Calamity',4,275,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1384,'Remote Isle',3,385,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1385,'Rites of Reaping',6,262,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1386,'Jukai Messenger',2,27,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1387,'Thrumming Stone',0,68,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1388,'Azorius Cluestone',0,294,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1389,'Dark Offering',6,133,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1390,'Tropical Storm',0,320,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1391,'Minamo Sightbender',3,207,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1392,'Liliana s Specter',4,376,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1393,'Kill! Destroy!',3,259,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1394,'Grave Robbers',4,400,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1395,'Bond of Agony',3,88,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1396,'Vial of Dragonfire',5,217,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1397,'Screamreach Brawler',3,64,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1398,'Seshiro the Anointed',0,125,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (1399,'Ghosts of the Innocent',5,120,10)
